Gene	Predict	Prob
chr3:179615982-179639687	1	0.9191879034042358
chr1:151043237-151098018	1	0.9187113046646118
chr15:83419316-83425958	1	0.918598473072052
chr15:83419316-83423789	1	0.918598473072052
chr11:17095935-17099214	1	0.9185351729393005
chr5:54720670-54830906	1	0.9185038805007935
chr6:7881752-7911021	1	0.918299674987793
chr9:35609979-35618410	1	0.9181665182113647
chr16:31119707-31124112	1	0.9179832339286804
chr5:1201710-1225226	1	0.9179566502571106
chr17:34092884-34122645	1	0.9178269505500793
chr16:58028572-58033762	1	0.9178027510643005
chr7:53723202-53879624	1	0.9177013635635376
chr19:40946751-40950242	1	0.917441189289093
chr19:51009254-51014612	1	0.9168649315834045
chrX:100878120-100882831	1	0.9166408181190491
chr8:107771711-107782472	1	0.916414201259613
chr9:134399183-134406662	1	0.9163068532943726
chr1:95975672-95981020	1	0.9161365628242493
chr17:74070862-74073618	1	0.9159424901008606
chr12:7254202-7261810	1	0.9157173037528992
chr12:44187526-44200120	1	0.915448784828186
chr10:91087754-91100725	1	0.9153574109077454
chr7:31091923-31151088	1	0.915111243724823
chr2:220094528-220101401	1	0.9149783849716187
chrX:155227361-155240482	1	0.914940357208252
chrY:59330367-59343488	1	0.914940357208252
chr7:149578449-150020634	1	0.9146298170089722
chrX:149880227-149933576	1	0.9144875407218933
chr21:32119112-32119577	1	0.9144138097763062
chr18:56531591-56653712	1	0.9140657186508179
chr15:50567586-50647395	1	0.9138644933700562
chr1:156308693-156316785	1	0.9136410355567932
chr2:63586829-63815611	1	0.9135024547576904
chr3:196594791-196661584	1	0.9134267568588257
chr6:26987145-26988085	1	0.9133579134941101
chr7:123321997-123389057	1	0.9132272005081177
chr15:72900822-72929296	1	0.9131861925125122
chr10:61005889-61122661	1	0.9128913879394531
chr10:61005889-61122352	1	0.9128913879394531
chr1:38478406-38490492	1	0.9127023220062256
chr5:134094469-134166811	1	0.9126811027526855
chr6:132891461-132892498	1	0.912667989730835
chr12:50345750-50356705	1	0.912567138671875
chr17:76108999-76124875	1	0.9125413298606873
chr17:76108999-76128508	1	0.9125413298606873
chr17:40465343-40540513	1	0.912463903427124
chr6:39872046-39901962	1	0.912158191204071
chr4:128651555-128695447	1	0.9119134545326233
chrX:7866288-7895454	1	0.9117440581321716
chr10:114135023-114188138	1	0.9115067720413208
chr6:90539599-90584155	1	0.9114148020744324
chr10:3360887-3792955	1	0.911221444606781
chr8:66556888-66620573	1	0.9111320972442627
chr16:21716284-21772050	1	0.9109957218170166
chr10:13628965-13672859	1	0.9108173847198486
chr4:187110186-187112644	1	0.9103739261627197
chr2:152194342-152235885	1	0.9103623628616333
chr10:14116283-14129878	1	0.9102044701576233
chr4:47833362-47898865	1	0.9100380539894104
chr6:135604671-135818878	1	0.9099283218383789
chr19:51446559-51456294	1	0.909896194934845
chr20:55966452-55984386	1	0.9093745350837708
chrX:22211122-23311263	1	0.9091446995735168
chr14:74111689-74170434	1	0.909123420715332
chr6:126119007-126140004	1	0.909102201461792
chr18:670320-712664	1	0.9089545607566833
chr15:97315235-97324884	1	0.9089360237121582
chr15:97315235-97326567	1	0.9089360237121582
chr17:75315597-75496678	1	0.9088130593299866
chr11:17515447-17565963	1	0.9086707830429077
chrY:2559336-2609350	1	0.9086481332778931
chrX:2609336-2654478	1	0.9086481332778931
chrX:2609336-2659350	1	0.9086481332778931
chrX:2831655-2847380	1	0.9085572957992554
chr9:125273081-125274022	1	0.9084044098854065
chr1:150980925-151008189	1	0.9083723425865173
chr7:72476644-72491707	1	0.9082486629486084
chr9:69652152-69712879	1	0.9081693887710571
chr12:133179737-133187168	1	0.9080700874328613
chr10:132890654-133109984	1	0.9079893231391907
chr1:101092606-101112560	1	0.9078108668327332
chr16:21675289-21772050	1	0.9077717661857605
chr15:96873929-96883485	1	0.9076870679855347
chr20:18378988-18447674	1	0.9074581265449524
chr17:76126852-76139049	1	0.9073036313056946
chr5:140235482-140247825	1	0.9071340560913086
chr5:140235482-140391931	1	0.9071340560913086
chr10:99332260-99343641	1	0.9069059491157532
chrUn_gl000223:42780-68570	1	0.9068089127540588
chr14:55308724-55369542	1	0.906807541847229
chr6:71998514-72018762	1	0.9065864086151123
chr4:164392247-164394906	1	0.9065151810646057
chr7:128281295-128301052	1	0.9064069986343384
chr18:61322431-61329127	1	0.9063901305198669
chr9:7796500-7799778	1	0.9058218002319336
chr3:118945333-119009513	1	0.9058049321174622
chr10:119806332-119859647	1	0.9055973291397095
chr10:119806332-119969665	1	0.9055973291397095
chr12:22601511-22697131	1	0.9050469994544983
chr4:166605791-166683930	1	0.9050459265708923
chr16:28722741-28747050	1	0.9050429463386536
chr20:39988603-39995458	1	0.9050283432006836
chr3:47324434-47388306	1	0.9050129055976868
chr5:121726784-121799914	1	0.9047408699989319
chr11:5528530-5531187	1	0.9045361876487732
chr9:113065758-113100143	1	0.9045348167419434
chr5:134869972-134871654	1	0.9039708375930786
chr7:66386212-66423538	1	0.9039635062217712
chr2:220299565-220358351	1	0.903825044631958
chr22:31057445-31063862	1	0.9036684632301331
chr2:198380790-198418423	1	0.9032667875289917
chr21:33946032-33984687	1	0.90325927734375
chr2:23971534-24149993	1	0.9031412601470947
chr18:74069637-74207198	1	0.9031041860580444
chr6:33286335-33290736	1	0.9029679298400879
chr6:33286335-33290793	1	0.9029679298400879
chr1:182758908-182799519	1	0.9029325246810913
chr11:111338251-111383111	1	0.902306079864502
chr4:147030607-147043065	1	0.902268648147583
chr22:36536371-36562225	1	0.9022560119628906
chr9:131446072-131458675	1	0.9021292924880981
chr1:240255183-240638485	1	0.9018461108207703
chrY:20488419-20492712	1	0.9016741514205933
chr17:27941774-27948441	1	0.9012704491615295
chr17:27941774-27945135	1	0.9012704491615295
chr1:78347033-78355224	1	0.9011845588684082
chr20:59044667-59048034	1	0.9008296728134155
chr17:79989554-79992080	1	0.900743305683136
chr4:171961753-171980311	1	0.9007073044776917
chr5:138614469-138614668	1	0.9006059765815735
chr6:28317724-28336949	1	0.9004996418952942
chrX:47420604-47431307	1	0.9004541039466858
chr8:146220251-146224283	1	0.9004018306732178
chr8:1711955-1734736	1	0.9001029133796692
chr8:17104401-17155533	1	0.8992936015129089
chr1:234509202-234520826	1	0.8990486264228821
chr17:16344906-16395507	1	0.8987057209014893
chr4:102711887-102995969	1	0.8986159563064575
chr10:16632617-16859453	1	0.8984407186508179
chr19:10527449-10580307	1	0.8980136513710022
chr12:96252015-96252617	1	0.8977434039115906
chr6:44213903-44221625	1	0.8977317214012146
chr2:200472791-200523855	1	0.8976594805717468
chr3:32567463-32612416	1	0.8974320888519287
chr8:13162086-13372360	1	0.8973106145858765
chr3:183353411-183402304	1	0.8970275521278381
chr17:48912947-48919714	1	0.8969916105270386
chr18:20714528-20840434	1	0.8968077898025513
chr12:76653663-76699749	1	0.8966768383979797
chr6_ssto_hap7:2793463-2809708	1	0.8963797688484192
chr6:83073961-83077133	1	0.8959332704544067
chr6:24775641-24786325	1	0.8956320285797119
chr1:19638820-19658922	1	0.8955438733100891
chr1:19638820-19655794	1	0.8955438733100891
chr8:7413660-7416626	1	0.8955142498016357
chr8:7421310-7431920	1	0.8955142498016357
chr12:6957972-6961094	1	0.8954027891159058
chr17:74523668-74541458	1	0.8953352570533752
chr3:29968302-29975647	1	0.8945258259773254
chr11:6948893-7005861	1	0.89445561170578
chr3:44540229-44552109	1	0.8944333791732788
chr18:5954705-6414918	1	0.894419252872467
chr18:5954705-6415258	1	0.894419252872467
chr18:5954705-6414910	1	0.894419252872467
chr18:5954705-6367682	1	0.894419252872467
chr18:5954705-6359029	1	0.894419252872467
chr16:74366304-74402153	1	0.8942320942878723
chr13:49063099-49107216	1	0.8942226767539978
chr13:49063099-49107392	1	0.8942226767539978
chr13:49063099-49110031	1	0.8942226767539978
chr15:45879321-45901914	1	0.8942198157310486
chrX:49593863-49598867	1	0.8940719962120056
chr6:160148030-160170453	1	0.893964409828186
chr4:100257654-100273903	1	0.8937234282493591
chrX:140590843-140738069	1	0.8936893343925476
chr10:102777089-102790914	1	0.8934617638587952
chr11:65101323-65121733	1	0.8934053182601929
chr5:66297446-66299982	1	0.8924586772918701
chr10:99092254-99094486	1	0.8923324942588806
chr21:31964759-31965394	1	0.8921671509742737
chr2:110879904-110962590	1	0.8921431303024292
chr21:38445484-38575419	1	0.8919529914855957
chr2:60678302-60780633	1	0.8918851613998413
chr9:37800551-37867665	1	0.891745388507843
chr17:39215492-39216366	1	0.8915183544158936
chr12:57916607-57923931	1	0.891322135925293
chr3:14444076-14530857	1	0.8912652134895325
chr1:114436817-114447421	1	0.8911558985710144
chr16:69140125-69152619	1	0.8909340500831604
chr2:230696963-230787896	1	0.8908881545066833
chr2:230696963-230786725	1	0.8908881545066833
chr2:230696963-230786395	1	0.8908881545066833
chr8:7693958-7698764	1	0.8908682465553284
chr1:42619081-42621491	1	0.8907406330108643
chr19:40946748-40948505	1	0.8907209038734436
chr2:103331089-103353347	1	0.8905460238456726
chr22:21043843-21046009	1	0.8899884223937988
chr8:7783859-7809935	1	0.8899800777435303
chr7:66274980-66309813	1	0.8899397850036621
chr6_ssto_hap7:3468304-3469867	1	0.8896997570991516
chr6_mann_hap4:3463423-3464986	1	0.8896997570991516
chr6_dbb_hap3:3399752-3401315	1	0.8896997570991516
chr3:164904508-164914897	1	0.8891782164573669
chr3:164904508-164914659	1	0.8891782164573669
chr1:44445608-44456843	1	0.8890742659568787
chr14:72400244-73033238	1	0.8890369534492493
chr1:52485804-52520863	1	0.8890098333358765
chr9:127997132-128003622	1	0.8886537551879883
chr1:148250249-148346756	1	0.8885509967803955
chr5:121647764-121799914	1	0.888495922088623
chr6:2765627-2787186	1	0.8884889483451843
chr20:52169309-52191847	1	0.8883549571037292
chr16:25111885-25122876	1	0.8882365226745605
chr10:115438953-115490664	1	0.8876915574073792
chr5:150040813-150058930	1	0.8872564435005188
chr10:26986353-27035726	1	0.8869549632072449
chr4:113218525-113363777	1	0.8868365287780762
chr3:125247702-125314341	1	0.8865142464637756
chr3:155480401-155524076	1	0.8863896131515503
chr1:159259504-159278014	1	0.8863000273704529
chr10:75458909-75490272	1	0.8862078785896301
chr13:79980444-79998468	1	0.8860896229743958
chrX:110346387-110470589	1	0.8858559727668762
chr16:84087369-84150547	1	0.8857676982879639
chr9:130830479-130871537	1	0.8856089115142822
chr1:154374799-154379040	1	0.885565996170044
chr17:81039022-81052871	1	0.8855649828910828
chr15:41474931-41522955	1	0.8855064511299133
chr6:109229343-109245306	1	0.8853211402893066
chr21:45527280-45551063	1	0.8849074840545654
chr5:153266988-153278547	1	0.8847218751907349
chr2:151409046-151428735	1	0.8845863938331604
chr5:87564699-87732491	1	0.8845426440238953
chr1:65210656-65298914	1	0.884423553943634
chr11:58975983-58980400	1	0.8843029141426086
chr20:388943-412781	1	0.8841193914413452
chr10:1068577-1090141	1	0.8840709328651428
chr19:36505562-36523537	1	0.8836244344711304
chr7:30951309-30965132	1	0.8834342360496521
chr11:57105826-57139869	1	0.8833332061767578
chr2:166713986-166728451	1	0.8832216858863831
chr1:41157376-41237275	1	0.8831287622451782
chr16:46918591-46965201	1	0.882793664932251
chr1:84972069-85022178	1	0.8826847076416016
chr11:113185305-113244018	1	0.882439911365509
chr11:113185305-113237109	1	0.882439911365509
chr7:143947564-143948548	1	0.8816421031951904
chr11:47587151-47595013	1	0.8815255165100098
chr15:74287014-74335717	1	0.881173312664032
chr17:39202796-39203568	1	0.8808390498161316
chrX:36383741-36458375	1	0.8806232213973999
chr6:166822852-167040739	1	0.8805567622184753
chr17:7284408-7293085	1	0.8805192112922668
chr4:27219101-27283847	1	0.8804816007614136
chr2:165697259-165705906	1	0.8804488778114319
chr20:25593571-25604650	1	0.8796330094337463
chr6:84833969-84937361	1	0.8795625567436218
chr13:36742354-36871951	1	0.8794231414794922
chr13:36742354-36788693	1	0.8794231414794922
chr20:23965690-23969416	1	0.8793503046035767
chr20:23965690-23967512	1	0.8793503046035767
chr8:100890093-100905935	1	0.879291296005249
chr3:14389951-14394068	1	0.8790419101715088
chr11:6616302-6624846	1	0.8790355324745178
chr18:3262611-3278282	1	0.8781050443649292
chr5:64444565-64777747	1	0.8780925869941711
chr13:46276455-46288694	1	0.8780703544616699
chr4:154178511-154197427	1	0.87800133228302
chr2:172964166-172967628	1	0.8776732683181763
chr4:108534822-108641390	1	0.8774566054344177
chr13:32313663-32377526	1	0.8774048686027527
chr10:26223158-26501461	1	0.8773949146270752
chr10:26223158-26312417	1	0.8773949146270752
chr18:61616535-61629069	1	0.8772587776184082
chrX:12156585-12742642	1	0.8771982192993164
chr5:71869902-71956496	1	0.8768117427825928
chr12:123849495-123850351	1	0.8767227530479431
chr10:97890037-97923517	1	0.8764135241508484
chr2:170683964-170940639	1	0.8756288290023804
chr20:39657462-39753126	1	0.8753591775894165
chrX:48750732-48755426	1	0.8750553727149963
chr20:57570240-57582309	1	0.8750402331352234
chr6:126112106-126253180	1	0.874972939491272
chr9:33461351-33473941	1	0.8747937679290771
chr9:33461351-33473922	1	0.8747937679290771
chr10:124320270-124403252	1	0.874792754650116
chr11:127134-131853	1	0.8746904134750366
chr11:127134-139117	1	0.8746904134750366
chr2:220419871-220436261	1	0.8745958209037781
chr20:31995763-32031569	1	0.8742347955703735
chr6:36164521-36200567	1	0.87423175573349
chr8:22460646-22462513	1	0.8742265701293945
chr10:88780051-88784487	1	0.874102771282196
chrX:70315701-70323382	1	0.8740841150283813
chr20:23026270-23030309	1	0.8738858699798584
chr21:31802572-31803216	1	0.8737863898277283
chr5:154136714-154197163	1	0.8737233281135559
chr1:220230824-220263130	1	0.8736916780471802
chr1:10490490-10502865	1	0.8735713958740234
chr1:10490490-10512210	1	0.8735713958740234
chr10:21068903-21463116	1	0.8735140562057495
chr2:48795917-48906743	1	0.8731127381324768
chr16:88449367-88507159	1	0.872769832611084
chr2:73872046-73912694	1	0.8722971081733704
chr6:7881747-7910310	1	0.8719059228897095
chr1:151132224-151138378	1	0.871830940246582
chr5:33936491-33939023	1	0.8716409206390381
chr6:2854891-2876744	1	0.871208131313324
chr5:156346303-156390237	1	0.8711512684822083
chr11:46958312-47185935	1	0.8708271384239197
chr11:46958312-47183798	1	0.8708271384239197
chr2:219138922-219157226	1	0.8708025217056274
chr1:104230041-104238889	1	0.8707159161567688
chr2:102953717-102962560	1	0.8706789612770081
chr10:8301295-8310268	1	0.8702446818351746
chr12:121016567-121019205	1	0.8702372908592224
chr1:21835477-21904903	1	0.8701332807540894
chr16:84492865-84500967	1	0.870008647441864
chr8:121407676-121457390	1	0.8699415326118469
chr19:12175546-12192380	1	0.8699371218681335
chr19:53898386-53930574	1	0.8698779344558716
chr19:53898386-53915262	1	0.8698779344558716
chr11:64692161-64701947	1	0.8698338270187378
chr9:133320094-133376661	1	0.8698174953460693
chr4:13369347-13485989	1	0.8697727918624878
chr11:64323413-64340347	1	0.8694370985031128
chr13:39917029-40177330	1	0.8693937063217163
chr19:48829256-48833810	1	0.869289219379425
chr5:68935290-69006354	1	0.8691269159317017
chr2:8861211-8977743	1	0.8685105443000793
chr18:9121263-9136718	1	0.8684449195861816
chr11:64701943-64703365	1	0.8681663870811462
chr1:24742240-24792833	1	0.8681297898292542
chr7:6448747-6487643	1	0.8677747845649719
chr16:639669-679273	1	0.8672745227813721
chr7:148799877-148823416	1	0.8672147393226624
chr10:48411774-48416908	1	0.8660131096839905
chr2:240684554-240722356	1	0.8658446669578552
chr10:77039484-77161652	1	0.8657132983207703
chrX:72782984-72906944	1	0.8654805421829224
chr1:161952982-161994255	1	0.864858865737915
chr12:97301244-97347469	1	0.864387571811676
chr10:98353072-98480271	1	0.8642006516456604
chr5:68646811-68665347	1	0.863794207572937
chr5:68646811-68665651	1	0.863794207572937
chr5:117686667-117897812	1	0.8635161519050598
chr5:179224610-179233866	1	0.8632822036743164
chr1:10270764-10441661	1	0.8624710440635681
chr6:55921388-56258926	1	0.8622948527336121
chr6:55921388-56112378	1	0.8622948527336121
chr2:219765537-219795359	1	0.8622177839279175
chr18:12792301-12840961	1	0.8621807098388672
chr12:7053185-7055165	1	0.8620557188987732
chr2:191272302-191367040	1	0.8614363670349121
chr19:52370301-52391204	1	0.8613908290863037
chr2:193614571-193641625	1	0.8611551523208618
chr2:242716237-242743702	1	0.8611440062522888
chr17:38498418-38513895	1	0.8605093359947205
chr7:29019583-29052985	1	0.8603426814079285
chr15:67547124-67599561	1	0.8602323532104492
chr19:46093023-46105470	1	0.860134482383728
chr16:11361714-11363182	1	0.8597322702407837
chr6:83602117-83775560	1	0.8595468997955322
chr12:88162589-88199526	1	0.8593838214874268
chr1:19971866-19984949	1	0.8589418530464172
chr16:34711785-34714967	1	0.8589385151863098
chr1:198961718-198988093	1	0.8588762283325195
chr1:159165775-159172212	1	0.8586707711219788
chrX:153170168-153172620	1	0.8584097027778625
chr14:78227111-78236085	1	0.8583698272705078
chr10:69769704-69770640	1	0.8583310842514038
chr19:32083187-32084687	1	0.8579342365264893
chr18:19230858-19244175	1	0.857763946056366
chr7:156230483-156238282	1	0.8576822280883789
chr6_mann_hap4:4181070-4188507	1	0.8576254844665527
chrY:535079-557558	1	0.8575229644775391
chrX:585079-607558	1	0.8575229644775391
chrX:585079-620146	1	0.8575229644775391
chrY:535079-570146	1	0.8575229644775391
chr19:42259438-42276115	1	0.857222855091095
chr19:30017491-30055226	1	0.8571358919143677
chr12:299247-323323	1	0.8569612503051758
chr12:299247-322868	1	0.8569612503051758
chr5:150157508-150176298	1	0.8569550514221191
chrX:134083579-134087411	1	0.856807291507721
chr3:125725200-125803134	1	0.8565962910652161
chr3:125725200-125775618	1	0.8565962910652161
chr3:125725200-125820391	1	0.8565962910652161
chr2:176788610-176867548	1	0.8565398454666138
chr2:176788610-176866995	1	0.8565398454666138
chr4:56422686-56458412	1	0.8564301133155823
chr17:53796988-53809442	1	0.8559741377830505
chr17:53796988-53800225	1	0.8559741377830505
chr2:98372801-98612411	1	0.8557876944541931
chr9:126131058-126142605	1	0.8555582761764526
chr12:108296927-108297548	1	0.8554118275642395
chr2:61293344-61365169	1	0.8551730513572693
chr6:49913814-49917157	1	0.8551022410392761
chr16:67571365-67580689	1	0.8549959659576416
chr1:44457498-44462198	1	0.854985237121582
chr2:240323442-240324049	1	0.8549484610557556
chr7:90032775-90045268	1	0.8547765612602234
chr1:89597426-89641686	1	0.8530977368354797
chr12:31079682-31149534	1	0.8526827692985535
chr15:42565856-42607031	1	0.8524302840232849
chr7:75956116-75988308	1	0.8521536588668823
chr1:156564100-156571279	1	0.8520703911781311
chr16:88870197-88875666	1	0.8519107699394226
chr1:249132423-249143716	1	0.8518431186676025
chr12:70219007-70352877	1	0.8516619801521301
chr7:5553485-5565176	1	0.8513876795768738
chr3:180701498-180707306	1	0.8512225151062012
chr3:180701498-180707524	1	0.8512225151062012
chr3:180701498-180707562	1	0.8512225151062012
chr10:45493146-45496251	1	0.8510010242462158
chr21:46269500-46293818	1	0.850799024105072
chr18:6941741-7117796	1	0.8504564166069031
chr3:44283378-44373590	1	0.850324273109436
chr1:166038536-166136238	1	0.8501617312431335
chr14:19670792-19681016	1	0.8499290943145752
chr12:6421817-6437672	1	0.8494645953178406
chr12:6548167-6560683	1	0.849399745464325
chr1:31769829-31837800	1	0.8492701053619385
chr2:97541622-97652317	1	0.8491458892822266
chr2:69623258-69664567	1	0.8487548828125
chr2:69623258-69666699	1	0.8487548828125
chr16:57792129-57808990	1	0.848670482635498
chr16:57792129-57816281	1	0.848670482635498
chr16:57792129-57836403	1	0.848670482635498
chr16:57792129-57831929	1	0.848670482635498
chr16:57792129-57837165	1	0.848670482635498
chr16:57792129-57831936	1	0.848670482635498
chr2:147344625-147348558	1	0.8483110070228577
chr3:48282594-48312479	1	0.8480170965194702
chr20:56223452-56265742	1	0.8475139141082764
chr20:56223452-56285633	1	0.8475139141082764
chr12:49359123-49365518	1	0.8473854064941406
chr5:147856199-148016624	1	0.8472824692726135
chr15:101389957-101417082	1	0.846602201461792
chrX:130407483-130423280	1	0.8462581038475037
chrX:130407483-130423403	1	0.8462581038475037
chr2:179059239-179267620	1	0.8462351560592651
chr7:35794574-35840235	1	0.8460480570793152
chr11:134605839-134633705	1	0.845746636390686
chr5:154237809-154256352	1	0.8456830978393555
chr16:28565241-28603111	1	0.8456769585609436
chr19:42125344-42133442	1	0.8456072211265564
chr3:185864990-186080023	1	0.8455811142921448
chr6:145946441-146008013	1	0.8455116152763367
chr6:145946441-146057159	1	0.8455116152763367
chr6:145946441-146056656	1	0.8455116152763367
chr9:66494269-66503030	1	0.8454801440238953
chr12:72079862-72098827	1	0.8454633355140686
chr12:110562162-110656598	1	0.8450588583946228
chr12:110562162-110606987	1	0.8450588583946228
chr19:53738634-53758156	1	0.8450390696525574
chr7:101986186-101996889	1	0.8448572754859924
chr2:192554907-192575195	1	0.8444570899009705
chr3:134196546-134204865	1	0.8443849086761475
chr3:134196546-134204831	1	0.8443849086761475
chr6:119280928-119399829	1	0.8443132042884827
chr7:124417346-124430864	1	0.844295084476471
chr15:97326665-97328845	1	0.8440624475479126
chr1:16558187-16563678	1	0.8439536094665527
chr7:56169266-56174169	1	0.843917727470398
chr18:59708397-59854289	1	0.8439038991928101
chr3:141382041-141439916	1	0.8438757658004761
chr8:38124500-38126742	1	0.8434467911720276
chr5:179022905-179030742	1	0.8433842062950134
chr15:74753606-74773633	1	0.8428400158882141
chr3:194868600-194873585	1	0.8427450060844421
chr11:124753587-124767761	1	0.8419603705406189
chr16:21245020-21265171	1	0.8417407274246216
chr12:127221553-127230800	1	0.8414881229400635
chrX:24073073-24096927	1	0.8413065075874329
chr17:18759654-18834599	1	0.8412304520606995
chr17:18965225-18965441	1	0.8408083915710449
chr17:18965225-18965441	1	0.8408083915710449
chr9:99791959-99801925	1	0.8407102227210999
chr14:91737667-91884164	1	0.8405510783195496
chr1:110276554-110283660	1	0.8400227427482605
chrX:153287024-153363174	1	0.8400208950042725
chr3:48658192-48659202	1	0.8399170637130737
chr4:65143421-65275168	1	0.8399074077606201
chr5:140619689-140624312	1	0.839715301990509
chr5:102421704-102455842	1	0.8394111394882202
chr11:111385510-111407756	1	0.8392460346221924
chr2:155292365-155313950	1	0.838520884513855
chr6:31165537-31171745	1	0.8377107977867126
chr3:127783628-127872757	1	0.8372843861579895
chr19:20011755-20046384	1	0.8370927572250366
chr14:105641825-105647660	1	0.8370490074157715
chr2:63271101-63275656	1	0.836948037147522
chr5:170814708-170837888	1	0.8369107842445374
chr10:114886392-114927436	1	0.8364812731742859
chr11:4701401-4719083	1	0.8363352417945862
chr17:76613466-76628139	1	0.8363286256790161
chr19:39989587-39999109	1	0.836249053478241
chr19:18794490-18893143	1	0.836246132850647
chr20:23856571-23860385	1	0.8362363576889038
chr14:20978631-20979281	1	0.836165189743042
chr3:49027341-49044581	1	0.8361480832099915
chr2:187350987-187374087	1	0.8360760807991028
chr9:116225980-116304371	1	0.8354255557060242
chr8:54424341-54436525	1	0.8353455662727356
chr8:22735485-22745535	1	0.8351412415504456
chr10:135051359-135055432	1	0.8343751430511475
chr5:148521010-148640001	1	0.8343375325202942
chr14:97409916-97411731	1	0.8339260220527649
chr12:103203061-103218177	1	0.8334407806396484
chr6:13925098-13980240	1	0.8333384990692139
chr12:54102302-54121236	1	0.8329961895942688
chr7:27132614-27135619	1	0.8329285383224487
chr11:2466238-2870335	1	0.8329046964645386
chr9:125027161-125093614	1	0.8327530026435852
chr19:16660648-16683226	1	0.832709550857544
chr3:169539679-169555560	1	0.8325347900390625
chr4:11394774-11430518	1	0.83244788646698
chr10:112658488-112679124	1	0.8322938084602356
chr10:112658488-112678694	1	0.8322938084602356
chr12:109915439-109974507	1	0.8322558403015137
chr2:27422455-27435136	1	0.8318884968757629
chr2:27422455-27435175	1	0.8318884968757629
chr17:10346608-10372876	1	0.830474317073822
chr5:121772192-121814782	1	0.8300198316574097
chr6:153019081-153049317	1	0.8296689987182617
chr6:153019081-153045704	1	0.8296689987182617
chr2:88469814-88486156	1	0.8294011354446411
chr10:70980088-71027307	1	0.8292971849441528
chr19:8130286-8214476	1	0.8287361860275269
chr19:8130286-8213753	1	0.8287361860275269
chr3:142719687-142720309	1	0.8286097645759583
chr11:62009711-62012284	1	0.8285850286483765
chr1:205404014-205425214	1	0.8284131288528442
chr17:4699459-4701790	1	0.8282808661460876
chrX:20154184-20154531	1	0.8278484344482422
chr2:66924162-66930359	1	0.8276491165161133
chr6:155054512-155155378	1	0.8276398777961731
chr16:222875-223709	1	0.8274898529052734
chr16:226679-227521	1	0.8274898529052734
chr19:56153418-56154836	1	0.8269990086555481
chr16:70253484-70259936	1	0.8268810510635376
chr14:20937538-20946165	1	0.8266564011573792
chr1:169101768-169337201	1	0.8255947828292847
chr13:47029339-47040911	1	0.8251367807388306
chr18:51795849-51824604	1	0.8249818086624146
chr7:48211055-48687093	1	0.8248792886734009
chrX:84189157-84189896	1	0.8242990374565125
chr10:118187359-118237468	1	0.8233574032783508
chr4:52709166-52783003	1	0.8226204514503479
chr12:107371055-107380924	1	0.8224397301673889
chr7:139025105-139108203	1	0.8222787976264954
chr1:181205524-181207740	1	0.8220342397689819
chr3:155008016-155011472	1	0.8212758302688599
chr17:7338754-7340998	1	0.8210791945457458
chr19:30189793-30205963	1	0.8207752108573914
chr19:30189793-30206168	1	0.8207752108573914
chr19:30189793-30206696	1	0.8207752108573914
chr13:77649649-77661911	1	0.8206339478492737
chr7:100450341-100463160	1	0.8204670548439026
chr9:130213765-130265780	1	0.819992184638977
chr12:93568142-93575608	1	0.8195893168449402
chr2:39892638-39945103	1	0.8190467357635498
chr13:114145336-114189606	1	0.8188523054122925
chr9:16409501-16870668	1	0.8185172080993652
chr7:87837518-87849399	1	0.8183065056800842
chr7:87837518-87856308	1	0.8183065056800842
chr3:160118347-160152741	1	0.8180988430976868
chr1:110943876-110950546	1	0.8179033994674683
chr1:43323293-43354463	1	0.817713737487793
chr19:49617627-49621717	1	0.8177103400230408
chr12:93965636-93970521	1	0.8176431059837341
chr1:159141405-159173103	1	0.81730055809021
chr11:117947793-117992605	1	0.817196249961853
chr2:9563666-9613239	1	0.8171773552894592
chr6:118869459-118882879	1	0.8168348670005798
chr6:143447276-143662195	1	0.8156074285507202
chr17:72840171-72856966	1	0.8155539631843567
chr1:28099730-28150954	1	0.815055251121521
chr2:180809603-180871833	1	0.815003514289856
chr2:180809603-180872024	1	0.815003514289856
chr19:50168399-50177173	1	0.8146935701370239
chr1:11159732-11162162	1	0.8146048784255981
chrX:3189861-3202694	1	0.8141524195671082
chr9:20683301-20684749	1	0.8141279816627502
chrX:3769033-3800392	1	0.8137361407279968
chrX:3769033-3800354	1	0.8137361407279968
chrX:3807458-3838783	1	0.8137361407279968
chr11:102813724-102826461	1	0.8134011626243591
chr12:53200333-53207900	1	0.8133567571640015
chr7:122753588-122840025	1	0.8131356239318848
chr17:47300732-47308128	1	0.8119469285011292
chr12:117476728-117537251	1	0.8114670515060425
chr12:117476728-117537221	1	0.8114670515060425
chrX:12809474-12842346	1	0.8111405372619629
chr8:48173470-48648563	1	0.811109185218811
chr17:3377404-3402700	1	0.8110936284065247
chr12:112280032-112340026	1	0.8106960654258728
chrX:9880412-9917483	1	0.8102343082427979
chr2:208992861-208994552	1	0.8101121783256531
chr11:111169565-111179460	1	0.8098503351211548
chr3:169805372-169899521	1	0.8098358511924744
chr6:13621730-13712067	1	0.8095920085906982
chr10:115348583-115423829	1	0.8095813989639282
chr19:49244145-49249189	1	0.8090512752532959
chr6_mcf_hap5:4760078-4764535	1	0.8085650205612183
chr6_mcf_hap5:4760078-4764478	1	0.8085650205612183
chr5:892999-909047	1	0.8080956339836121
chr5:892999-918235	1	0.8080956339836121
